date,team,team_code,opponent,size,lineup,minutes,plus_minus,pm_per36
2026-07-23,Panteras,AGS,DRM,5,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.77,-3,-140.26
2026-07-23,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,1.03,-2,-69.9
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE,1.03,-2,-69.9
2026-07-23,Panteras,AGS,DRM,5,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,9.43,3,11.45
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE,9.43,3,11.45
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,1.03,-2,-69.9
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE,1.03,-2,-69.9
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #10 JONATAN MACHADO / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #7 JORGE DE LA SERNA,3.7,8,77.84
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,3.7,8,77.84
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,1.22,-2,-59.02
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,2.48,10,145.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,2.48,10,145.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,2.48,10,145.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,2.48,10,145.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,2.48,10,145.16
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,2.48,10,145.16
2026-07-23,Panteras,AGS,DRM,2,#24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,5.9,4,24.41
2026-07-23,Panteras,AGS,DRM,3,#24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,5.9,4,24.41
2026-07-23,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,4.93,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,4.93,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,3.95,3,27.34
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,3.95,3,27.34
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #3 JALIN BILLINGSLEY,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.98,-2,-24.16
2026-07-23,Panteras,AGS,DRM,3,#24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,2.92,6,73.97
2026-07-23,Panteras,AGS,DRM,4,#24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,2.92,6,73.97
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,1.95,2,36.92
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,1.95,2,36.92
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,0.97,5,185.57
2026-07-23,Panteras,AGS,DRM,5,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.97,5,185.57
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #5 DAIVIEN WILLIAMSON,4.2,-4,-34.29
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #4 TYLER CHEESE,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #3 JALIN BILLINGSLEY,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,2.93,-4,-49.15
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,5,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.98,-3,-110.2
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,1.95,-1,-18.46
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,3.22,-1,-11.18
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #15 MIGUEL SIMON / #4 TYLER CHEESE,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #15 MIGUEL SIMON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,1.95,-1,-18.46
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,0.0,0,0
2026-07-23,Panteras,AGS,DRM,5,#1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,2.12,-1,-16.98
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,1.95,-1,-18.46
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #5 DAIVIEN WILLIAMSON,3.22,-1,-11.18
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,1.95,-1,-18.46
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,3.22,-1,-11.18
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,1.95,-1,-18.46
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON,1.27,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,1.27,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON,1.27,0,0.0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,1.27,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.92,-1,-39.13
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.92,-1,-39.13
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #21 MIKYLE MCINTOSH,3.1,-3,-34.84
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,0.17,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,3.1,-3,-34.84
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.17,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.17,0,0.0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #21 MIKYLE MCINTOSH,3.1,-3,-34.84
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,0.17,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,3.1,-3,-34.84
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,0.17,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,0.0,0,0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,2.93,-3,-36.86
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE,2.93,-3,-36.86
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,2.93,-3,-36.86
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE,2.93,-3,-36.86
