date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-07-23,Diablos Rojos,DRM,AGS,2,#23 DEVON SCOTT / #7 JOSE CRUZ,825,13.75,-4,15,6,14,2,8,1,1,2,7,3,5,0,0,25,8,16,4,11,5,7,2,7,3,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#24 MICHAEL CARRERA / #7 JOSE CRUZ,952,15.87,-6,17,7,19,2,10,1,1,4,8,5,5,0,0,29,10,20,6,14,3,5,4,9,5,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#6 SANTIAGO SCALA / #7 JOSE CRUZ,915,15.25,-7,17,7,16,2,9,1,1,3,6,5,4,0,1,26,9,16,4,9,4,5,2,7,5,0,2,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#7 JOSE CRUZ / #9 THOMAS DRECHSEL,858,14.3,-6,14,6,17,1,9,1,1,4,8,5,4,0,0,26,9,20,5,15,3,4,4,8,5,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #7 JOSE CRUZ,779,12.98,-3,13,5,13,2,8,1,1,2,5,3,4,0,0,22,8,14,4,9,2,4,2,7,3,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#23 DEVON SCOTT / #6 SANTIAGO SCALA / #7 JOSE CRUZ,678,11.3,-4,11,4,9,2,7,1,1,1,2,2,2,0,0,17,6,9,3,6,2,2,1,5,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#23 DEVON SCOTT / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,685,11.42,-3,10,4,11,1,7,1,1,2,5,3,3,0,0,19,7,14,3,10,2,3,2,6,3,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ,779,12.98,-4,13,5,13,2,8,1,1,3,4,4,3,0,0,19,7,13,4,9,1,1,2,6,3,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#24 MICHAEL CARRERA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,835,13.92,-5,14,6,17,1,9,1,1,4,6,5,3,0,0,25,9,18,5,13,2,3,4,8,5,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,662,11.03,-3,10,4,12,1,7,1,1,3,4,4,3,0,0,19,7,13,4,9,1,1,2,6,3,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ,655,10.92,-4,9,3,8,2,7,1,1,1,2,2,2,0,0,15,6,9,3,6,0,0,1,5,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,662,11.03,-2,10,4,11,1,7,1,1,2,3,3,2,0,0,18,7,12,3,8,1,2,2,6,3,1,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#23 DEVON SCOTT / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,538,8.97,-3,6,2,7,1,6,1,1,1,2,2,2,0,0,15,6,9,3,6,0,0,1,5,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,662,11.03,-3,10,4,12,1,7,1,1,3,4,4,3,0,0,19,7,13,4,9,1,1,2,6,3,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,538,8.97,-3,6,2,7,1,6,1,1,1,2,2,2,0,0,15,6,9,3,6,0,0,1,5,2,0,1,0
